steam_id,appid,game_name,playtime_forever,playtime_2weeks,engagement_ratio,game_count,recent_active_games,avg_playtime,top_game_ratio,status,status_label
76561198001122955,570,Dota 2,470299,4613,0.0098,13,4,61550.31,0.5878,0,ativo
76561198014290225,570,Dota 2,291188,428,0.0015,18,1,36481.28,0.4434,0,ativo
76561198046805754,570,Dota 2,188826,0,0.0,128,3,3399.28,0.434,2,churn
76561198057908863,570,Dota 2,180374,1,0.0,7,1,29625.86,0.8698,1,possivel_churn
76561198068671864,570,Dota 2,680722,2419,0.0036,39,1,21760.38,0.8021,0,ativo
76561198080564727,570,Dota 2,584343,525,0.0009,37,2,26229.46,0.6021,0,ativo
76561198088780084,578080,PUBG: BATTLEGROUNDS,35579,0,0.0,64,1,1389.42,0.4001,2,churn
76561198097585493,570,Dota 2,464480,0,0.0,22,0,30553.0,0.691,2,churn
76561198098143489,570,Dota 2,324368,342,0.0011,66,1,6668.02,0.7371,0,ativo
76561198101349982,570,Dota 2,513762,4178,0.0081,14,1,36868.57,0.9954,0,ativo
76561198113224863,570,Dota 2,223489,0,0.0,60,3,6923.72,0.538,2,churn
76561198118168253,570,Dota 2,206131,0,0.0,77,1,6299.31,0.425,2,churn
76561198121414322,570,Dota 2,320758,1106,0.0034,3,1,108545.33,0.985,0,ativo
76561198131089477,570,Dota 2,248715,0,0.0,54,0,5933.65,0.7762,2,churn
76561198151493790,570,Dota 2,279994,821,0.0029,11,2,38436.64,0.6622,0,ativo
76561198154218091,578080,PUBG: BATTLEGROUNDS,125548,3210,0.0256,159,1,2072.95,0.3809,0,ativo
76561198155301781,730,Counter-Strike 2,303737,1986,0.0065,30,3,14299.03,0.7081,0,ativo
76561198257838784,730,Counter-Strike 2,186946,0,0.0,31,0,14197.77,0.4248,2,churn
76561198300885089,730,Counter-Strike 2,110280,0,0.0,26,1,5036.62,0.8421,2,churn
76561198321853005,730,Counter-Strike 2,26009,0,0.0,11,0,2875.18,0.8224,2,churn
76561198329487714,578080,PUBG: BATTLEGROUNDS,243120,0,0.0,16,1,35001.12,0.4341,2,churn
76561198352899959,730,Counter-Strike 2,6252,0,0.0,5,0,1364.0,0.9167,2,churn
76561198860630877,730,Counter-Strike 2,351412,2017,0.0057,39,1,9434.38,0.9551,0,ativo
76561197962637490,730,Counter-Strike 2,836270,505,0.0006,24,1,58377.08,0.5969,0,ativo
76561197980097044,730,Counter-Strike 2,221217,320,0.0014,27,1,13706.22,0.5978,0,ativo
76561197985469516,730,Counter-Strike 2,157658,0,0.0,15,0,14570.13,0.7214,2,churn
76561197985485745,730,Counter-Strike 2,61576,2,0.0,10,1,9887.3,0.6228,1,possivel_churn
76561197990698643,570,Dota 2,227044,93,0.0004,17,3,27683.88,0.4824,1,possivel_churn
76561197993967644,730,Counter-Strike 2,218132,0,0.0,187,1,4866.49,0.2397,2,churn
76561197999159254,730,Counter-Strike 2,377807,1687,0.0045,13,1,34345.62,0.8462,0,ativo
76561198002233998,730,Counter-Strike 2,34587,59,0.0017,9,1,7375.0,0.5211,1,possivel_churn
76561198011855482,570,Dota 2,108878,0,0.0,5,0,23102.0,0.9426,2,churn
76561198012204616,730,Counter-Strike 2,80646,73,0.0009,19,1,10682.11,0.3973,1,possivel_churn
76561198019099191,730,Counter-Strike 2,388200,3184,0.0082,24,2,24204.67,0.6683,0,ativo
76561198019688805,570,Dota 2,455939,177,0.0004,16,1,37757.38,0.7547,1,possivel_churn
76561198030689082,570,Dota 2,133563,0,0.0,511,10,1283.56,0.2036,2,churn
76561198035995585,730,Counter-Strike 2,1006696,7123,0.0071,246,1,5528.61,0.7402,0,ativo
76561198036603969,730,Counter-Strike 2,304826,0,0.0,4,0,76247.0,0.9995,2,churn
76561198039225456,730,Counter-Strike 2,282578,3033,0.0107,10,1,30664.4,0.9215,0,ativo
76561198051481563,730,Counter-Strike 2,66148,0,0.0,215,0,1982.05,0.1552,2,churn
76561198059375476,730,Counter-Strike 2,212874,0,0.0,22,0,14518.59,0.6665,2,churn
76561198066104932,570,Dota 2,155260,0,0.0,434,2,1498.61,0.2387,2,churn
76561198070925411,730,Counter-Strike 2,48090,0,0.0,30,0,2096.8,0.7645,2,churn
76561198077096036,570,Dota 2,242047,0,0.0,69,0,6187.93,0.5669,2,churn
76561198079621667,570,Dota 2,54031,0,0.0,74,0,4299.03,0.1698,2,churn
76561198082572977,570,Dota 2,129290,0,0.0,83,0,2867.66,0.5432,2,churn
76561198092902121,570,Dota 2,474669,0,0.0,97,7,5805.66,0.8429,2,churn
76561198100337492,570,Dota 2,493430,0,0.0,3,0,164700.33,0.9986,2,churn
76561198107684587,570,Dota 2,175239,0,0.0,2,0,91058.0,0.9622,2,churn
76561198112939646,570,Dota 2,1113603,0,0.0,24,0,60493.25,0.767,2,churn
76561198113363744,570,Dota 2,596029,43,0.0001,43,2,18053.14,0.7678,1,possivel_churn
76561198130810691,730,Counter-Strike 2,376151,0,0.0,13,0,32789.77,0.8824,2,churn
76561198138596297,570,Dota 2,409847,794,0.0019,32,1,18693.03,0.6852,0,ativo
76561198175137938,570,Dota 2,215404,0,0.0,22,0,10354.27,0.9456,2,churn
76561198199154405,570,Dota 2,319979,716,0.0022,16,2,22185.19,0.9014,0,ativo
76561198279349125,730,Counter-Strike 2,20469,0,0.0,16,2,4406.62,0.2903,2,churn
76561198841460725,730,Counter-Strike 2,85021,74,0.0009,93,2,1698.15,0.5384,1,possivel_churn
76561198844322748,730,Counter-Strike 2,129212,940,0.0073,124,2,1612.58,0.6462,0,ativo
76561198862285939,730,Counter-Strike 2,85327,1046,0.0123,21,1,4993.24,0.8137,0,ativo
76561199212568014,730,Counter-Strike 2,172857,1857,0.0107,30,2,8196.83,0.7029,0,ativo
76561199277004631,730,Counter-Strike 2,40412,0,0.0,51,2,1136.76,0.6971,2,churn
76561199404771565,730,Counter-Strike 2,30992,1086,0.035,14,3,2999.71,0.738,0,ativo
76561199488218253,730,Counter-Strike 2,79652,0,0.0,3,0,26679.33,0.9952,2,churn
76561199502085919,730,Counter-Strike 2,134680,871,0.0065,1,1,134680.0,1.0,0,ativo
76561199559050945,730,Counter-Strike 2,97389,217,0.0022,14,5,8324.29,0.8357,1,possivel_churn
76561199631484155,730,Counter-Strike 2,48402,105,0.0022,25,2,2555.16,0.7577,1,possivel_churn
76561197987965452,730,Counter-Strike 2,154521,907,0.0059,11,1,15123.0,0.9289,0,ativo
76561197991597679,570,Dota 2,100785,689,0.0068,71,3,3991.44,0.3556,0,ativo
76561198004110096,730,Counter-Strike 2,358938,394,0.0011,81,2,6689.6,0.6624,0,ativo
76561198004157113,570,Dota 2,443050,411,0.0009,136,5,6606.6,0.4931,0,ativo
76561198051236830,570,Dota 2,398198,1,0.0,192,3,5425.79,0.3822,1,possivel_churn
76561198053246307,730,Counter-Strike 2,163749,0,0.0,28,0,6867.18,0.8516,2,churn
76561198064874510,570,Dota 2,683580,1105,0.0016,51,3,16372.59,0.8187,0,ativo
76561198065875317,730,Counter-Strike 2,459086,0,0.0,83,2,17177.24,0.322,2,churn
76561198084665146,570,Dota 2,263633,0,0.0,2,1,216137.5,0.6099,2,churn
76561198089515268,570,Dota 2,301681,2373,0.0079,73,1,6530.22,0.6328,0,ativo
76561198096017201,570,Dota 2,273820,0,0.0,7,0,44467.71,0.8797,2,churn
76561198110371645,570,Dota 2,100450,0,0.0,5,0,29370.8,0.684,2,churn
76561198117301576,570,Dota 2,1006455,0,0.0,11,0,91895.55,0.9957,2,churn
76561198133026547,570,Dota 2,172135,0,0.0,49,0,4593.51,0.7648,2,churn
76561198145775505,730,Counter-Strike 2,78242,0,0.0,10,0,8515.2,0.9189,2,churn
76561198146875549,730,Counter-Strike 2,565054,3586,0.0063,37,2,18059.11,0.8457,0,ativo
76561198179592163,730,Counter-Strike 2,139350,197,0.0014,35,2,10229.17,0.3892,1,possivel_churn
76561198199289973,570,Dota 2,180182,0,0.0,11,2,30820.64,0.5315,2,churn
76561198332987773,730,Counter-Strike 2,247535,517,0.0021,27,1,13363.22,0.6861,0,ativo
76561198389393313,730,Counter-Strike 2,70810,976,0.0138,130,7,1289.08,0.4225,0,ativo
76561198820945505,730,Counter-Strike 2,135715,0,0.0,59,0,2965.58,0.7757,2,churn
76561198837796337,730,Counter-Strike 2,99002,229,0.0023,33,1,3509.85,0.8548,1,possivel_churn
76561198875788984,730,Counter-Strike 2,195234,341,0.0017,22,3,10287.82,0.8626,0,ativo
76561199026914743,730,Counter-Strike 2,25601,0,0.0,180,1,1068.55,0.1331,2,churn
76561198028108521,570,Dota 2,165202,0,0.0,118,0,2605.63,0.5373,2,churn
76561198081014419,359550,Tom Clancy's Rainbow Six Siege,157852,0,0.0,30,2,7316.07,0.7192,2,churn
76561198095722308,570,Dota 2,344156,0,0.0,32,0,19851.53,0.5418,2,churn
76561198097398377,570,Dota 2,234806,0,0.0,86,6,6476.8,0.4216,2,churn
76561198166491715,730,Counter-Strike 2,110475,112,0.001,142,1,1586.61,0.4903,1,possivel_churn
76561198254891193,730,Counter-Strike 2,137550,0,0.0,190,4,4180.88,0.1732,2,churn
76561197961063255,730,Counter-Strike 2,57676,0,0.0,13,0,5254.38,0.8444,2,churn
76561197978185767,730,Counter-Strike 2,114073,1681,0.0147,13,1,13306.85,0.6594,0,ativo
76561197984796149,730,Counter-Strike 2,226086,539,0.0024,52,1,6599.94,0.6588,0,ativo
76561197987487939,570,Dota 2,400172,0,0.0,549,0,948.2,0.7687,2,churn
76561197991666451,570,Dota 2,194791,0,0.0,9,0,50080.33,0.4322,2,churn
76561197991846844,570,Dota 2,391865,0,0.0,66,1,9204.73,0.645,2,churn
76561197994788493,730,Counter-Strike 2,144215,0,0.0,12,0,16948.75,0.7091,2,churn
76561197998945667,730,Counter-Strike 2,205188,2061,0.01,13,2,24196.31,0.6523,0,ativo
76561198001204750,730,Counter-Strike 2,88635,0,0.0,187,4,2089.88,0.2268,2,churn
76561198013562942,570,Dota 2,467859,649,0.0014,12,1,40273.83,0.9681,0,ativo
76561198017250837,570,Dota 2,278612,0,0.0,47,2,6533.19,0.9074,2,churn
76561198026602868,730,Counter-Strike 2,51372,0,0.0,174,1,1212.37,0.2435,2,churn
76561198035018100,730,Counter-Strike 2,137543,1277,0.0093,76,5,3551.01,0.5097,0,ativo
76561198043990163,730,Counter-Strike 2,128630,476,0.0037,41,2,11662.49,0.269,0,ativo
76561198046468166,570,Dota 2,425125,4472,0.0105,138,5,4742.51,0.6496,0,ativo
76561198052095827,570,Dota 2,319601,1115,0.0035,48,1,6752.85,0.986,0,ativo
76561198055010699,570,Dota 2,396818,29,0.0001,115,3,4010.78,0.8603,1,possivel_churn
76561198058794833,570,Dota 2,1222473,8716,0.0071,137,1,11232.06,0.7944,0,ativo
76561198067110763,570,Dota 2,329740,170,0.0005,67,1,5551.43,0.8865,1,possivel_churn
76561198067112469,730,Counter-Strike 2,119371,0,0.0,928,7,913.97,0.1407,2,churn
76561198067935944,730,Counter-Strike 2,263493,2339,0.0089,491,7,1629.92,0.3292,0,ativo
76561198068361994,730,Counter-Strike 2,252945,0,0.0,351,2,1273.68,0.5658,2,churn
76561198087562278,570,Dota 2,274991,0,0.0,205,1,2107.32,0.6366,2,churn
76561198104127279,570,Dota 2,517996,0,0.0,103,3,15535.19,0.3237,2,churn
76561198114352353,570,Dota 2,499158,0,0.0,1,0,499158.0,1.0,2,churn
76561198116993247,570,Dota 2,516581,507,0.001,35,2,23641.8,0.6243,0,ativo
76561198118156962,730,Counter-Strike 2,73381,0,0.0,19,0,8334.58,0.4634,2,churn
76561198124715911,730,Counter-Strike 2,93216,0,0.0,10,0,14056.5,0.6632,2,churn
76561198128465872,570,Dota 2,265874,0,0.0,60,3,4578.95,0.9677,2,churn
76561198130930843,570,Dota 2,261698,0,0.0,106,2,4791.08,0.5153,2,churn
76561198134929801,730,Counter-Strike 2,89048,0,0.0,36,3,6550.0,0.3776,2,churn
76561198136076274,570,Dota 2,458292,1089,0.0024,57,2,12896.68,0.6234,0,ativo
76561198155093861,730,Counter-Strike 2,33777,0,0.0,18,0,2176.89,0.862,2,churn
76561198168087024,730,Counter-Strike 2,28455,133,0.0047,57,1,1990.86,0.2508,1,possivel_churn
76561198173607070,570,Dota 2,353948,5432,0.0153,20,1,18141.75,0.9755,0,ativo
76561198201959952,730,Counter-Strike 2,409265,1736,0.0042,21,1,20764.67,0.9386,0,ativo
76561198209379924,570,Dota 2,341126,0,0.0,4,0,87396.25,0.9758,2,churn
76561198211538261,730,Counter-Strike 2,113878,0,0.0,24,0,7076.33,0.6705,2,churn
76561198267856890,730,Counter-Strike 2,52417,0,0.0,40,1,2655.58,0.4935,2,churn
76561198279460442,440,Team Fortress 2,156492,0,0.0,142,2,2419.27,0.4555,2,churn
76561198285128663,578080,PUBG: BATTLEGROUNDS,22821,2,0.0001,162,6,704.96,0.1998,1,possivel_churn
76561198288984847,730,Counter-Strike 2,130827,353,0.0027,138,2,1602.46,0.5916,0,ativo
76561198302067915,730,Counter-Strike 2,120838,185,0.0015,49,1,4257.94,0.5792,1,possivel_churn
76561198304788668,730,Counter-Strike 2,137054,0,0.0,48,0,4144.58,0.6889,2,churn
76561198312166988,730,Counter-Strike 2,239021,0,0.0,30,0,8118.97,0.9813,2,churn
76561198324320059,730,Counter-Strike 2,58405,0,0.0,12,0,5258.67,0.9255,2,churn
76561198336636173,730,Counter-Strike 2,578569,0,0.0,49,0,12358.43,0.9554,2,churn
76561198338356915,730,Counter-Strike 2,75194,0,0.0,55,5,3293.38,0.4151,2,churn
76561198353287308,730,Counter-Strike 2,294005,887,0.003,42,5,9275.38,0.7547,0,ativo
76561198368017960,730,Counter-Strike 2,146107,0,0.0,18,0,8313.44,0.9764,2,churn
76561198373863411,730,Counter-Strike 2,48338,0,0.0,10,0,6606.9,0.7316,2,churn
76561198375137528,730,Counter-Strike 2,60688,0,0.0,30,0,2673.17,0.7568,2,churn
76561198377395264,359550,Tom Clancy's Rainbow Six Siege,23586,0,0.0,41,1,2125.17,0.2707,2,churn
76561198417860914,730,Counter-Strike 2,81165,0,0.0,5,0,17164.2,0.9457,2,churn
76561198421285660,730,Counter-Strike 2,56099,0,0.0,9,0,6495.11,0.9597,2,churn
76561198422618355,730,Counter-Strike 2,218446,1388,0.0064,39,3,12932.74,0.4331,0,ativo
76561198431864006,730,Counter-Strike 2,261520,2125,0.0081,27,1,10809.89,0.896,0,ativo
76561198441968584,730,Counter-Strike 2,89441,0,0.0,12,0,8111.75,0.9188,2,churn
76561198793997806,730,Counter-Strike 2,42158,2686,0.0637,1,1,42158.0,1.0,0,ativo
76561198799950195,730,Counter-Strike 2,141779,0,0.0,4,0,35457.75,0.9996,2,churn
76561198804884285,730,Counter-Strike 2,190898,497,0.0026,26,1,8907.12,0.8243,0,ativo
76561198807203574,730,Counter-Strike 2,154175,1533,0.0099,20,1,8323.15,0.9262,0,ativo
76561198833156102,730,Counter-Strike 2,293226,30,0.0001,106,3,4077.09,0.6785,1,possivel_churn
76561198837374863,730,Counter-Strike 2,57985,0,0.0,4,0,14584.75,0.9939,2,churn
76561198842697082,730,Counter-Strike 2,118058,0,0.0,41,0,6836.76,0.4212,2,churn
76561198858146912,730,Counter-Strike 2,57363,0,0.0,7,0,8926.71,0.918,2,churn
76561198862066494,730,Counter-Strike 2,79487,0,0.0,4,0,20479.0,0.9703,2,churn
76561198879264173,730,Counter-Strike 2,31441,0,0.0,3,0,10494.33,0.9987,2,churn
76561198885850532,730,Counter-Strike 2,52388,1677,0.032,83,4,1630.19,0.3872,0,ativo
76561198889171570,730,Counter-Strike 2,226605,0,0.0,1,0,226605.0,1.0,2,churn
76561198919792478,730,Counter-Strike 2,14379,58,0.004,35,1,1117.94,0.3675,1,possivel_churn
76561198927282955,730,Counter-Strike 2,256077,1067,0.0042,5,1,51652.6,0.9915,0,ativo
76561198930659342,730,Counter-Strike 2,176584,0,0.0,14,0,13166.64,0.958,2,churn
76561198931158831,730,Counter-Strike 2,51220,0,0.0,2,0,26955.0,0.9501,2,churn
76561198946552195,730,Counter-Strike 2,69352,0,0.0,13,0,5413.46,0.9855,2,churn
76561198951249747,730,Counter-Strike 2,111923,4068,0.0363,24,4,4761.83,0.9793,0,ativo
76561198978308476,730,Counter-Strike 2,247594,218,0.0009,11,1,22624.55,0.9949,1,possivel_churn
76561198987114669,730,Counter-Strike 2,14551,0,0.0,2,0,7275.5,1.0,2,churn
76561198991609698,730,Counter-Strike 2,92373,2531,0.0274,89,1,5482.03,0.1893,0,ativo
76561198997588463,730,Counter-Strike 2,41061,0,0.0,3,0,14157.0,0.9668,2,churn
76561199006744624,730,Counter-Strike 2,134959,342,0.0025,21,1,10379.71,0.6192,0,ativo
76561199015537737,730,Counter-Strike 2,53432,0,0.0,3,0,17890.0,0.9956,2,churn
76561199035703612,730,Counter-Strike 2,269910,80,0.0003,7,1,39904.86,0.9663,1,possivel_churn
76561199061955972,730,Counter-Strike 2,113805,2536,0.0223,107,3,1526.36,0.6968,0,ativo
76561199069544385,730,Counter-Strike 2,217723,2093,0.0096,37,2,6005.73,0.9798,0,ativo
76561199073513696,730,Counter-Strike 2,225210,847,0.0038,28,2,9473.86,0.849,0,ativo
76561199139738473,730,Counter-Strike 2,56288,0,0.0,55,0,1737.33,0.5891,2,churn
76561199200156978,730,Counter-Strike 2,36931,2764,0.0748,2,1,18614.0,0.992,0,ativo
76561199572041716,730,Counter-Strike 2,183617,1570,0.0086,5,2,37919.6,0.9685,0,ativo
76561197960674582,730,Counter-Strike 2,202140,13,0.0001,783,4,859.79,0.3003,1,possivel_churn
76561197966158640,730,Counter-Strike 2,191185,1050,0.0055,101,3,3181.94,0.5949,0,ativo
76561197966284466,730,Counter-Strike 2,218580,380,0.0017,35,1,6972.46,0.8957,0,ativo
76561197977075618,730,Counter-Strike 2,481659,0,0.0,38,2,20964.08,0.6046,2,churn
76561197981726373,730,Counter-Strike 2,247746,186,0.0008,194,1,2416.48,0.5285,1,possivel_churn
76561197983413935,730,Counter-Strike 2,238732,0,0.0,41,0,9104.95,0.6395,2,churn
76561197984233252,578080,PUBG: BATTLEGROUNDS,329061,23,0.0001,20,1,36602.35,0.4495,1,possivel_churn
76561197984847943,730,Counter-Strike 2,89822,35,0.0004,221,9,1183.7,0.3434,1,possivel_churn
76561197986712972,730,Counter-Strike 2,424397,137,0.0003,31,1,19774.19,0.6923,1,possivel_churn
76561197987651430,730,Counter-Strike 2,373936,0,0.0,29,0,17380.69,0.7419,2,churn
76561197990220019,730,Counter-Strike 2,450975,0,0.0,17,0,39828.76,0.666,2,churn
76561197991585525,730,Counter-Strike 2,513286,0,0.0,22,0,26745.73,0.8723,2,churn
76561197992058891,570,Dota 2,207582,0,0.0,153,1,4387.92,0.3092,2,churn
76561197993242147,730,Counter-Strike 2,118264,0,0.0,40,0,7281.25,0.4061,2,churn
76561197993512372,730,Counter-Strike 2,298615,0,0.0,232,0,2550.79,0.5046,2,churn
76561197994130850,730,Counter-Strike 2,406547,310,0.0008,36,1,12518.03,0.9021,0,ativo
76561197995503447,730,Counter-Strike 2,188368,0,0.0,132,0,3430.74,0.416,2,churn
76561197998546453,730,Counter-Strike 2,178611,2496,0.014,5,1,66391.2,0.5381,0,ativo
76561197999035127,730,Counter-Strike 2,312493,0,0.0,34,1,22808.32,0.403,2,churn
76561198002159423,730,Counter-Strike 2,359513,70,0.0002,23,1,26390.26,0.5923,1,possivel_churn
76561198003982405,730,Counter-Strike 2,46629,0,0.0,669,0,439.1,0.1587,2,churn
76561198014020714,730,Counter-Strike 2,366490,1604,0.0044,131,2,5736.08,0.4877,0,ativo
76561198019252954,730,Counter-Strike 2,498012,0,0.0,26,0,21008.04,0.9118,2,churn
76561198029584091,570,Dota 2,348793,0,0.0,469,1,1537.15,0.4838,2,churn
76561198048559948,730,Counter-Strike 2,310233,86,0.0003,292,2,2187.62,0.4857,1,possivel_churn
76561198053133542,730,Counter-Strike 2,208203,0,0.0,9,0,23636.11,0.9787,2,churn
76561198057221914,730,Counter-Strike 2,191019,0,0.0,86,0,2775.22,0.8004,2,churn
76561198059203946,730,Counter-Strike 2,76523,672,0.0088,167,2,1156.65,0.3962,0,ativo
76561198062164326,730,Counter-Strike 2,255692,0,0.0,47,0,9603.66,0.5665,2,churn
76561198070946441,730,Counter-Strike 2,120799,345,0.0029,565,4,798.69,0.2677,0,ativo
76561198074814740,730,Counter-Strike 2,391833,71,0.0002,35,2,11745.77,0.9531,1,possivel_churn
76561198075894246,730,Counter-Strike 2,501899,1107,0.0022,61,1,9240.05,0.8905,0,ativo
76561198076580108,570,Dota 2,258569,0,0.0,27,0,17876.07,0.5357,2,churn
76561198087845848,730,Counter-Strike 2,659409,3097,0.0047,28,2,27630.61,0.8523,0,ativo
76561198092170126,730,Counter-Strike 2,173055,0,0.0,24,0,7737.71,0.9319,2,churn
76561198093393783,730,Counter-Strike 2,283148,0,0.0,22,0,16726.77,0.7694,2,churn
76561198094934611,730,Counter-Strike 2,131314,0,0.0,117,0,2153.03,0.5213,2,churn
76561198101368545,730,Counter-Strike 2,410332,0,0.0,111,0,7018.8,0.5267,2,churn
76561198101689849,730,Counter-Strike 2,102566,0,0.0,80,0,2262.82,0.5666,2,churn
76561198109484987,730,Counter-Strike 2,320315,1320,0.0041,26,1,15681.12,0.7856,0,ativo
76561198112537599,570,Dota 2,249948,121,0.0005,154,3,3231.71,0.5022,1,possivel_churn
76561198115560861,730,Counter-Strike 2,41362,0,0.0,11,0,3892.36,0.966,2,churn
76561198116928059,730,Counter-Strike 2,254862,888,0.0035,46,2,6388.67,0.8672,0,ativo
76561198119597225,730,Counter-Strike 2,150316,0,0.0,60,0,48813.77,0.0513,2,churn
76561198124620641,570,Dota 2,238927,2793,0.0117,4,1,59784.0,0.9991,0,ativo
76561198139512707,730,Counter-Strike 2,386065,1551,0.004,23,2,17846.57,0.9405,0,ativo
76561198161303801,730,Counter-Strike 2,324588,280,0.0009,74,1,4918.92,0.8917,1,possivel_churn
76561198161376631,730,Counter-Strike 2,667008,909,0.0014,50,10,21413.92,0.623,0,ativo
76561198167980255,730,Counter-Strike 2,415133,0,0.0,52,0,11287.98,0.7072,2,churn
76561198168987394,730,Counter-Strike 2,105209,0,0.0,28,0,4646.18,0.8087,2,churn
76561198196304074,730,Counter-Strike 2,334671,2124,0.0063,257,1,1641.18,0.7935,0,ativo
76561198201226735,730,Counter-Strike 2,293548,0,0.0,13,0,23146.92,0.9755,2,churn
76561198218218976,730,Counter-Strike 2,358607,1192,0.0033,37,2,14444.76,0.671,0,ativo
76561198236017174,730,Counter-Strike 2,54109,0,0.0,7,0,7853.86,0.9842,2,churn
76561198238508032,730,Counter-Strike 2,172538,177,0.001,16,1,12109.94,0.8905,1,possivel_churn
76561198240249254,730,Counter-Strike 2,54946,0,0.0,37,0,1636.62,0.9074,2,churn
76561198263005183,730,Counter-Strike 2,205698,0,0.0,10,0,30324.1,0.6783,2,churn
76561198282750357,730,Counter-Strike 2,432521,30,0.0001,18,2,29922.33,0.803,1,possivel_churn
76561198288857411,730,Counter-Strike 2,153206,0,0.0,8,0,19365.62,0.9889,2,churn
76561198312530960,730,Counter-Strike 2,322169,3565,0.0111,6,1,55729.5,0.9635,0,ativo
76561198314391017,730,Counter-Strike 2,197703,0,0.0,147,2,3129.29,0.4298,2,churn
76561198322136800,730,Counter-Strike 2,765617,2351,0.0031,75,4,11542.2,0.8844,0,ativo
76561198333331331,730,Counter-Strike 2,781332,0,0.0,12,0,66424.67,0.9802,2,churn
76561198336243724,730,Counter-Strike 2,390454,320,0.0008,111,2,5813.19,0.6051,0,ativo
76561198346346669,730,Counter-Strike 2,552640,486,0.0009,8,1,70233.62,0.9836,0,ativo
76561198347802895,730,Counter-Strike 2,74448,0,0.0,37,0,5173.22,0.3889,2,churn
76561198351150738,730,Counter-Strike 2,336989,0,0.0,130,1,4018.19,0.6451,2,churn
76561198385864455,730,Counter-Strike 2,330979,1128,0.0034,6,1,55832.67,0.988,0,ativo
76561198397859086,730,Counter-Strike 2,146872,0,0.0,2,0,74132.5,0.9906,2,churn
76561198408067372,730,Counter-Strike 2,453724,1520,0.0034,102,2,5858.82,0.7592,0,ativo
76561198449246505,730,Counter-Strike 2,66867,0,0.0,15,0,4700.33,0.9484,2,churn
76561198807343618,730,Counter-Strike 2,36599,0,0.0,2,0,18337.0,0.998,2,churn
76561198839941345,730,Counter-Strike 2,299581,1216,0.0041,22,2,13864.14,0.9822,0,ativo
76561198866104336,730,Counter-Strike 2,159132,0,0.0,3,0,53184.0,0.9974,2,churn
76561198871798208,730,Counter-Strike 2,327257,2095,0.0064,18,1,18615.67,0.9766,0,ativo
76561198984410441,730,Counter-Strike 2,186045,0,0.0,14,0,13504.57,0.984,2,churn
76561198987428074,730,Counter-Strike 2,262393,4532,0.0173,27,2,10577.78,0.9187,0,ativo
76561198993750646,730,Counter-Strike 2,83057,2920,0.0352,13,4,7183.54,0.8894,0,ativo
76561199083230885,730,Counter-Strike 2,127910,0,0.0,27,0,4866.67,0.9734,2,churn
76561199085654508,730,Counter-Strike 2,274886,753,0.0027,1,1,274886.0,1.0,0,ativo
76561199099817213,730,Counter-Strike 2,62617,0,0.0,60,1,1692.13,0.6167,2,churn
76561199124193327,730,Counter-Strike 2,75054,0,0.0,15,0,5154.8,0.9707,2,churn
76561199228648707,730,Counter-Strike 2,170023,1991,0.0117,1,1,170023.0,1.0,0,ativo
76561199436128426,730,Counter-Strike 2,70143,0,0.0,1,0,70143.0,1.0,2,churn
76561199466693378,730,Counter-Strike 2,55174,0,0.0,1,0,55174.0,1.0,2,churn
76561197990673732,578080,PUBG: BATTLEGROUNDS,725889,2822,0.0039,47,3,32539.28,0.4746,0,ativo
76561197990681323,570,Dota 2,282514,139,0.0005,50,2,14463.74,0.3907,1,possivel_churn
76561197992679257,730,Counter-Strike 2,350936,757,0.0022,153,3,3437.54,0.6673,0,ativo
76561197993432128,578080,PUBG: BATTLEGROUNDS,186413,0,0.0,51,0,10408.98,0.3512,2,churn
76561198006355024,730,Counter-Strike 2,368763,9243,0.0251,9,2,66551.89,0.6157,0,ativo
76561198031609314,570,Dota 2,328562,0,0.0,221,7,3030.57,0.4906,2,churn
76561198038210171,730,Counter-Strike 2,498506,6,0.0,49,3,13977.39,0.7279,1,possivel_churn
76561198046031408,570,Dota 2,89506,0,0.0,31,0,5357.16,0.539,2,churn
76561198047687848,570,Dota 2,57415,0,0.0,182,1,1432.46,0.2202,2,churn
76561198048743796,570,Dota 2,165800,0,0.0,67,0,6379.4,0.3879,2,churn
76561198051234947,730,Counter-Strike 2,181527,485,0.0027,87,3,3028.08,0.6891,0,ativo
76561198055026833,570,Dota 2,137530,0,0.0,201,7,4478.8,0.1528,2,churn
76561198059620453,570,Dota 2,148241,0,0.0,83,0,2371.54,0.7531,2,churn
76561198063177937,730,Counter-Strike 2,114166,72,0.0006,319,1,1348.7,0.2654,1,possivel_churn
76561198067489349,730,Counter-Strike 2,74388,0,0.0,180,3,1508.91,0.2739,2,churn
76561198077159170,730,Counter-Strike 2,250657,607,0.0024,31,2,19185.42,0.4215,0,ativo
76561198079482009,570,Dota 2,614311,97,0.0002,25,2,34243.0,0.7176,1,possivel_churn
76561198080939639,570,Dota 2,161235,0,0.0,16,0,11967.5,0.842,2,churn
76561198083786864,730,Counter-Strike 2,79798,0,0.0,7,0,20832.86,0.5472,2,churn
76561198084587482,570,Dota 2,360605,587,0.0016,17,2,29939.53,0.7085,0,ativo
76561198087284790,730,Counter-Strike 2,293579,0,0.0,42,1,8937.52,0.7821,2,churn
76561198089218986,570,Dota 2,853324,4,0.0,26,2,51767.15,0.634,1,possivel_churn
76561198094753087,570,Dota 2,39846,0,0.0,239,0,1234.79,0.135,2,churn
